o_zone_id,d_zone_id,distance,node_sequence,link_sequence
1000003,1000031,33707.37,1000003;1500120;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1000600;1000123;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000003,1000032,21556.28,1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500189;1500190;1000032,1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000738;1000180;1000741
1000003,1000033,12853.11,1000003;1500120;1500151;1500174;1500160;1000033,1000600;1000123;1000124;1000125;1000681
1000003,1000034,53709.34,1000003;1500120;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1000600;1000123;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000003,1000035,24705.84,1000003;1500120;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1000600;1000123;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000003,1000036,39708.34,1000003;1500120;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1000600;1000123;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000003,1000037,15855.06,1000003;1500194;1500224;1500197;1500207;1500228;1500231;1000037,1000748;1000189;1000190;1000191;1000192;1000193;1000823
1000003,1000038,16855.32,1000003;1500007;1500001;1500073;1500029;1500041;1500055;1000038,1000374;1000012;1000013;1000014;1000015;1000016;1000471
1000003,1000039,23706.84,1000003;1500194;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1500376;1000039,1000748;1000189;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1000362;1001113
1000003,1000040,7852.19,1000003;1500120;1500151;1500174;1000040,1000600;1000123;1000124;1000709
1000003,1000041,17556.07,1000003;1500007;1500001;1000001;1500246;1500257;1000025;1500106;1500104;1500100;1500109;1000041,1000374;1000012;1000363;1000852;1000241;1000875;1000572;1000100;1000101;1000102;1000579
1000003,1000042,42864.65,1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000003,1000043,47865.70,1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000003,1000044,29410.22,1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1000044,1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000889
1000003,1000045,39863.59,1000003;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000374;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000495
1000003,1000046,34411.32,1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1000046,1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000891
1000003,1000047,45413.51,1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1000047,1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000893
1000003,1000048,21855.05,1000003;1500120;1500151;1500174;1500160;1500148;1500183;1000048,1000600;1000123;1000124;1000125;1000126;1000127;1000727
1000003,1000049,35410.08,1000003;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1500110;1000049,1000374;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000105;1000581
1000003,1000050,6852.28,1000003;1500007;1500001;1500073;1000050,1000374;1000012;1000013;1000507
1000004,1000001,20707.76,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1500114;1000001,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000121;1000589
1000004,1000002,2851.49,1000004;1500095;1500094;1000002,1000550;1000093;1000549
1000004,1000003,21858.39,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1000003,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1001079
1000004,1000005,83568.69,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1500126;1000005,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000157;1000613
1000004,1000006,29860.29,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1000006,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1001083
1000004,1000007,5852.58,1000004;1500010;1500032;1500014;1000007,1000380;1000020;1000021;1000389
1000004,1000008,37711.99,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979
1000004,1000009,75719.72,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1500320;1500327;1500329;1500317;1500331;1500323;1500311;1000009,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000308;1000309;1000310;1000311;1000312;1000313;1000314;1000983
1000004,1000010,43563.29,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1500097;1500098;1000010,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000103;1000104;1000557
1000004,1000011,4852.46,1000004;1500307;1500306;1500312;1000011,1000974;1000297;1000298;1000985
1000004,1000012,14854.67,1000004;1500010;1500032;1500014;1500026;1500020;1000012,1000380;1000020;1000021;1000022;1000023;1000401
1000004,1000013,30560.15,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1000013,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000561
1000004,1000014,51715.21,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633
1000004,1000015,9853.62,1000004;1500010;1500032;1500014;1500026;1000015,1000380;1000020;1000021;1000022;1000413
1000004,1000016,31861.26,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1000016,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1001093
1000004,1000017,39864.13,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1500373;1500374;1500367;1000017,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1000359;1000360;1000361;1001095
1000004,1000018,55565.27,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1500097;1500098;1500110;1500102;1000018,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000103;1000104;1000105;1000106;1000565
1000004,1000019,9705.78,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1000019,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000645
1000004,1000020,56567.06,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1000020,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000869
1000004,1000021,26708.82,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1000021,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000997
1000004,1000022,3851.56,1000004;1500010;1500032;1000022,1000380;1000020;1000425
1000004,1000023,42563.82,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1000023,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000873
1000004,1000024,39562.84,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500187;1500115;1500121;1500152;1500175;1500161;1500149;1000024,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000734;1000145;1000146;1000147;1000148;1000149;1000150;1000659
1000004,1000025,22707.77,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1000025,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1001003
1000004,1000026,25859.35,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101
1000004,1000027,29858.85,1000004;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1001032;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000004,1000028,71569.39,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000004,1000029,7854.44,1000004;1500360;1500358;1500363;1500375;1500372;1000029,1001080;1000348;1000349;1000350;1000351;1001105
1000004,1000030,33862.25,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1500373;1000030,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1000359;1001107
1000004,1000031,55565.68,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000004,1000032,39411.75,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1000013;1500189;1500190;1000032,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000561;1000738;1000180;1000741
1000004,1000033,34561.88,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500187;1500115;1500121;1500152;1500175;1500161;1000033,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000734;1000145;1000146;1000147;1000148;1000149;1000683
1000004,1000034,75567.65,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000004,1000035,46564.14,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000004,1000036,61566.64,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000004,1000037,37563.83,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1500114;1000001;1500191;1500194;1500224;1500197;1500207;1500228;1500231;1000037,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000121;1000589;1000742;1000188;1000189;1000190;1000191;1000192;1000193;1000823
1000004,1000038,6703.84,1000004;1500307;1500306;1500312;1000011;1500099;1500108;1000038,1000974;1000297;1000298;1000985;1000558;1000095;1000577
1000004,1000039,44865.11,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1500373;1500374;1500367;1500376;1000039,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1000359;1000360;1000361;1000362;1001113
1000004,1000040,29560.95,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500187;1500115;1500121;1500152;1500175;1000040,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000734;1000145;1000146;1000147;1000148;1000711
1000004,1000041,34561.22,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1000041,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000579
1000004,1000042,20856.77,1000004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000380;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000004,1000043,25857.82,1000004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000380;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000004,1000044,46564.89,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1000044,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000889
1000004,1000045,17855.71,1000004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000380;1000020;1000021;1000022;1000023;1000024;1000495
1000004,1000046,51565.99,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1000046,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000891
1000004,1000047,62568.19,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1000047,1001080;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000893
1000004,1000048,43713.36,1000004;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1000048,1001080;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000727
1000004,1000049,52564.27,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1500097;1500098;1500110;1000049,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000103;1000104;1000105;1000581
1000004,1000050,16706.75,1000004;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050,1001080;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733
1000005,1000001,57861.87,1000005;1500013;1500049;1500053;1500044;1500023;1500050;1500070;1500035;1500046;1500058;1500038;1500007;1500001;1000001,1000386;1000001;1000002;1000003;1000004;1000005;1000006;1000007;1000008;1000009;1000010;1000011;1000012;1000363
